Date,Description,Debit,Credit,Sub-category,Category,Category Type,MonthName,Month Number,Week Day,Net Amount
44420,Fuel,84.2,,Fueling,Transport,Expense,Aug,8,Thu,-84.2
44420,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Thu,-5
44421,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Fri,-5
44422,Green's,142.1,,Groceries,Living Expenses,Expense,Aug,8,Sat,-142.1
44422,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Sat,-5
44423,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Sun,-5
44423,Cinemas,46.8,,Entertainment,Discretionary,Expense,Aug,8,Sun,-46.8
44423,Fashionistas,104.7,,Clothes,Discretionary,Expense,Aug,8,Sun,-104.7
44423,Burger,59.1,,Restaurant,Dining Out,Expense,Aug,8,Sun,-59.1
44424,Uba,35.1,,Taxi,Transport,Expense,Aug,8,Mon,-35.1
44425,Onlne earning,,800,YouTube,Passive,Income,Aug,8,Tue,800
44425,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Tue,-5
44426,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Wed,-5
44426,Phone,40,,Phone,Living Expenses,Expense,Aug,8,Wed,-40
44427,Sallah give away,52.1,,Gifts,Discretionary,Expense,Aug,8,Thu,-52.1
44427,Online streaming,35,,Entertainment,Discretionary,Expense,Aug,8,Thu,-35
44427,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Thu,-5
44428,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Fri,-5
44429,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Sat,-5
44429,Green's,177,,Groceries,Living Expenses,Expense,Aug,8,Sat,-177
44430,Suya,44.2,,Restaurant,Dining Out,Expense,Aug,8,Sun,-44.2
44431,Oha soup/White soup,19.2,,Restaurant,Dining Out,Expense,Aug,8,Mon,-19.2
44432,Orphanage,55,,Donation,Charity,Expense,Aug,8,Tue,-55
44432,Fuel,69.7,,Fueling,Transport,Expense,Aug,8,Tue,-69.7
44432,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Tue,-5
44433,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Wed,-5
44434,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Thu,-5
44435,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Fri,-5
44436,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Sat,-5
44436,Green's,117,,Groceries,Living Expenses,Expense,Aug,8,Sat,-117
44437,Trainers,131.9,,Clothes,Discretionary,Expense,Aug,8,Sun,-131.9
44437,Hangingout/Ticket,182.4,,Entertainment,Discretionary,Expense,Aug,8,Sun,-182.4
44438,Fashionistas,152.3,,Clothes,Discretionary,Expense,Aug,8,Mon,-152.3
44438,Uba,30.3,,Taxi,Transport,Expense,Aug,8,Mon,-30.3
44438,Foodary,15,,Restaurant,Dining Out,Expense,Aug,8,Mon,-15
44439,Drink,5,,Coffee,Dining Out,Expense,Aug,8,Tue,-5
44441,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Thu,-5
44441,Data With Decision,,5000,Data with Decision,Salary,Income,Sep,9,Thu,5000
44442,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Fri,-5
44444,Estate Mangement,900,,Rent,Living Expenses,Expense,Sep,9,Sun,-900
44444,Financail upgrade,150,,Cash loan,Transport,Expense,Sep,9,Sun,-150
44444,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sun,-5
44444,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sun,-5
44445,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Mon,-5
44446,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Tue,-5
44446,Green's,163.4,,Groceries,Living Expenses,Expense,Sep,9,Tue,-163.4
44449,Power source,58.1,,Gas/Electrics,Living Expenses,Expense,Sep,9,Fri,-58.1
44449,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Fri,-5
44450,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sat,-5
44451,Fuel,85.3,,Fueling,Transport,Expense,Sep,9,Sun,-85.3
44451,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sun,-5
44452,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Mon,-5
44453,Green's,143,,Groceries,Living Expenses,Expense,Sep,9,Tue,-143
44453,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Tue,-5
44454,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Wed,-5
44454,Cinemas,47.8,,Entertainment,Discretionary,Expense,Sep,9,Wed,-47.8
44454,Fashionistas,105.8,,Clothes,Discretionary,Expense,Sep,9,Wed,-105.8
44454,Burger,60.1,,Restaurant,Dining Out,Expense,Sep,9,Wed,-60.1
44455,Uba,36.2,,Taxi,Transport,Expense,Sep,9,Thu,-36.2
44456,Onlne earning,,100,YouTube,Passive,Income,Sep,9,Fri,100
44456,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Fri,-5
44457,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sat,-5
44457,Phone,40,,Phone,Living Expenses,Expense,Sep,9,Sat,-40
44458,Sallah give away,53,,Gifts,Discretionary,Expense,Sep,9,Sun,-53
44458,Online streaming,35,,Entertainment,Discretionary,Expense,Sep,9,Sun,-35
44458,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sun,-5
44459,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Mon,-5
44460,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Tue,-5
44460,Green's,177.9,,Groceries,Living Expenses,Expense,Sep,9,Tue,-177.9
44461,Suya,45.3,,Restaurant,Dining Out,Expense,Sep,9,Wed,-45.3
44462,Oha soup/White soup,20.1,,Restaurant,Dining Out,Expense,Sep,9,Thu,-20.1
44463,Orphanage,55,,Donation,Charity,Expense,Sep,9,Fri,-55
44463,Fuel,70.6,,Fueling,Transport,Expense,Sep,9,Fri,-70.6
44463,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Fri,-5
44464,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sat,-5
44465,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Sun,-5
44466,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Mon,-5
44467,Drink,5,,Coffee,Dining Out,Expense,Sep,9,Tue,-5
44467,Green's,223,,Groceries,Living Expenses,Expense,Sep,9,Tue,-223
44468,Trainers,132.9,,Clothes,Discretionary,Expense,Sep,9,Wed,-132.9
44468,Global Fashion,175,,Clothes,Discretionary,Expense,Sep,9,Wed,-175
44469,Fashionistas,153.4,,Clothes,Discretionary,Expense,Sep,9,Thu,-153.4
44469,Uba,31.2,,Taxi,Transport,Expense,Sep,9,Thu,-31.2
44469,Foodary,15,,Restaurant,Dining Out,Expense,Sep,9,Thu,-15
44470,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Fri,-5
44472,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Sun,-5
44472,Data With Decision,,5000,Data with Decision,Salary,Income,Oct,10,Sun,5000
44473,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Mon,-5
44475,Estate Mangement,900,,Rent,Living Expenses,Expense,Oct,10,Wed,-900
44475,Financail upgrade,150,,Cash loan,Transport,Expense,Oct,10,Wed,-150
44475,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Wed,-5
44475,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Wed,-5
44476,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Thu,-5
44477,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Fri,-5
44477,Green's,105,,Groceries,Living Expenses,Expense,Oct,10,Fri,-105
44480,Power source,59,,Gas/Electrics,Living Expenses,Expense,Oct,10,Mon,-59
44480,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Mon,-5
44481,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Tue,-5
44482,Fuel,86.4,,Fueling,Transport,Expense,Oct,10,Wed,-86.4
44482,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Wed,-5
44483,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Thu,-5
44484,Green's,143.9,,Groceries,Living Expenses,Expense,Oct,10,Fri,-143.9
44484,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Fri,-5
44485,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Sat,-5
44485,Cinemas,48.8,,Entertainment,Discretionary,Expense,Oct,10,Sat,-48.8
44485,Fashionistas,106.7,,Clothes,Discretionary,Expense,Oct,10,Sat,-106.7
44485,Burger,61.1,,Restaurant,Dining Out,Expense,Oct,10,Sat,-61.1
44486,Uba,37.2,,Taxi,Transport,Expense,Oct,10,Sun,-37.2
44487,Onlne earning,,100,YouTube,Passive,Income,Oct,10,Mon,100
44487,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Mon,-5
44488,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Tue,-5
44488,Taken medication,75,,Doctor,Medical,Expense,Oct,10,Tue,-75
44488,Phone,40,,Phone,Living Expenses,Expense,Oct,10,Tue,-40
44489,Sallah give away,54.1,,Gifts,Discretionary,Expense,Oct,10,Wed,-54.1
44489,Online streaming,35,,Entertainment,Discretionary,Expense,Oct,10,Wed,-35
44489,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Wed,-5
44490,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Thu,-5
44491,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Fri,-5
44491,Green's,178.9,,Groceries,Living Expenses,Expense,Oct,10,Fri,-178.9
44492,Suya,46.2,,Restaurant,Dining Out,Expense,Oct,10,Sat,-46.2
44493,Oha soup/White soup,21.1,,Restaurant,Dining Out,Expense,Oct,10,Sun,-21.1
44494,Orphanage,55,,Donation,Charity,Expense,Oct,10,Mon,-55
44494,Fuel,71.5,,Fueling,Transport,Expense,Oct,10,Mon,-71.5
44494,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Mon,-5
44495,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Tue,-5
44496,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Wed,-5
44497,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Thu,-5
44498,Drink,5,,Coffee,Dining Out,Expense,Oct,10,Fri,-5
44498,Green's,189,,Groceries,Living Expenses,Expense,Oct,10,Fri,-189
44499,Trainers,133.8,,Clothes,Discretionary,Expense,Oct,10,Sat,-133.8
44499,Hangingout/Ticket,184.4,,Entertainment,Discretionary,Expense,Oct,10,Sat,-184.4
44500,Fashionistas,154.5,,Clothes,Discretionary,Expense,Oct,10,Sun,-154.5
44500,Uba,32.1,,Taxi,Transport,Expense,Oct,10,Sun,-32.1
44500,Foodary,15,,Restaurant,Dining Out,Expense,Oct,10,Sun,-15
